junta_electoral,muni_name,party_acronym_original,party_long,province_id
BERGA,SANT MARTÍ D'ALBARS,ISMA-AM,INDEPENDENTS DE SANT MARTÍ D'ALBARS-ACORD MUNICIPAL,08
BERGA,SANTA MARIA DE MERLÈS,JXCAT-JUNTS,JUNTS PER SANTA MARIA DE MERLÈS,08
BERGA,VALLCEBRE,PV-AM,PRIMER VALLCEBRE-ACORD MUNICIPAL,08
BERGA,VALLCEBRE,JXCAT-JUNTS,JUNTS PER VALLCEBRE,08
BERGA,VILADA,CP,FEM PINYA PER VILADA-CANDIDATURA DE PROGRÉS,08
BERGA,VILADA,VXR-JUNTS,VILADA PER LA REPÚBLICA,08
BERGA,VILADA,AV-AM,ALCEM-NOS VILADA-ACORD MUNICIPAL,08
BERGA,VIVER I SERRATEIX,CP,MIRANT PEL POBLE-CANDIDATURA DE PROGRÉS,08
BERGA,VIVER I SERRATEIX,JXCAT-JUNTS,JUNTS PER CATALUNYA,08
GRANOLLERS,AIGUAFREDA,ERC-AM,ESQUERRA REPUBLICANA DE CATALUNYA-ACORD MUNICIPAL,08
GRANOLLERS,AIGUAFREDA,CUP-AMUNT,CUP AIGUAFREDA-ALTERNATIVA MUNICIPALISTA,08
GRANOLLERS,AIGUAFREDA,JUNTS,JUNTS PER AIGUAFREDA,08
GRANOLLERS,AIGUAFREDA,PP,PARTIT POPULAR/PARTIDO POPULAR,08
GRANOLLERS,"AMETLLA DEL VALLÈS, L'",CP,PARTIT DELS SOCIALISTES DE CATALUNYA-CANDIDATURA DEPROGRÉS,08
GRANOLLERS,"AMETLLA DEL VALLÈS, L'",ERC / ESQUERRA,ESQUERRA REPUBLICANA DE CATALUNYA,08
GRANOLLERS,"AMETLLA DEL VALLÈS, L'",A'T,AGRUPACIÓ D´ ELECTORS AMETLLA'T,08
GRANOLLERS,"AMETLLA DEL VALLÈS, L'",LECP-ECG,L'AMETLLA EN COMÚ PODEM-EN COMÚ GUANYEM,08
GRANOLLERS,"AMETLLA DEL VALLÈS, L'",JUNTS,JUNTS PER L'AMETLLA,08
GRANOLLERS,"AMETLLA DEL VALLÈS, L'",PP,PARTIT POPULAR/PARTIDO POPULAR,08
GRANOLLERS,BIGUES I RIELLS,PSC-BIRSÍP-CP,PARTIT DELS SOCALISTES DE CATALUNYA-BIGUES I RIELLS SIPUEDE-CANDIDATURA DE PROGRÉS,08
GRANOLLERS,BIGUES I RIELLS,PRIMÀRIES,BIGUES I RIELLS DEL FAI PER LA REPÙBLICA-PRIMÀRIESCATALUNYA,08
GRANOLLERS,BIGUES I RIELLS,ERC-INDEPENDENTS-AM,ESQUERRA REPUBLICANA DE CATALUNYA-INDEPENDENTSACORD MUNICIPAL,08
GRANOLLERS,BIGUES I RIELLS,AGBIR,AGRUPACIÓ VEÏNAL BIGUES I RIELLS,08
GRANOLLERS,BIGUES I RIELLS,CONTIGO,CONTIGO SOMOS DEMOCRACIA,08
GRANOLLERS,BIGUES I RIELLS,CS,CIUTADANS-PARTIDO DE LA CIUDADANIA,08
GRANOLLERS,BIGUES I RIELLS,JUNTS,JUNTS PER BIGUES I RIELLS,08
GRANOLLERS,BIGUES I RIELLS,PP,PARTIT POPULAR/PARTIDO POPULAR,08
GRANOLLERS,CALDES DE MONTBUI,ERC / AM,ESQUERRA REPUBLICANA DE CATALUNYA-ACORD MUNICIPAL,08
GRANOLLERS,CALDES DE MONTBUI,CUP-AMUNT,CUP-ALTERNATIVA MUNICIPALISTA,08
GRANOLLERS,CALDES DE MONTBUI,PODEMOS,PODEMOS,08
GRANOLLERS,CALDES DE MONTBUI,JUNTS,JUNTS PER CATALUNYA-CALDES DE MONTBUI,08
GRANOLLERS,CALDES DE MONTBUI,PP,PARTIT POPULAR/PARTIDO POPULAR,08
GRANOLLERS,CALDES DE MONTBUI,PSC-CP,PARTIT DELS SOCIALISTES DE CATALUNYA-CANDIDATURA DEPROGRÉS,08
GRANOLLERS,CANOVELLES,PSC-CP,PARTIT DELS SOCIALISTES DE CATALUNYA-CANDIDATURA DEPROGRÉS,08
GRANOLLERS,CANOVELLES,PRIMÀRIES,CANOVELLES PER LA INDEPENDÈNCIA-PRIMÀRIES CATALUNYA,08
GRANOLLERS,CANOVELLES,ERC-AM,ESQUERRA REPUBLICANA DE CATALUNYA-ACORD MUNICIPAL,08
GRANOLLERS,CANOVELLES,CONTIGO,CONTIGO SOMOS DEMOCRACIA,08
GRANOLLERS,CANOVELLES,ECP-ECG,EN COMÚ PODEM CANOVELLES-EN COMÚ GUANYEM,08
GRANOLLERS,CANOVELLES,JXCAT-JUNTS,JUNTS PER CATALUNYA-JUNTS PER CANOVELLES,08
GRANOLLERS,CANOVELLES,CS,CIUTADANS-PARTIDO DE LA CIUDADANIA,08
GRANOLLERS,CANOVELLES,PP,PARTIT POPULAR/PARTIT POPULAR,08
GRANOLLERS,CÀNOVES I SAMALÚS,PSC-CP,PARTIT DELS SOCIALISTES DE CATALUNYA-CANDIDATURA DEPROGRÉS,08
GRANOLLERS,CÀNOVES I SAMALÚS,NIU,NOU IMPULS I UNITAT-NIU,08
GRANOLLERS,CÀNOVES I SAMALÚS,ERC / AM,ESQUERRA REPUBLICANA DE CATALUNYA,08
GRANOLLERS,CÀNOVES I SAMALÚS,CISEC-ECG,CÀNOVES I SAMALÚS EN COMÚ-EN COMÚ GUANYEM,08
GRANOLLERS,CÀNOVES I SAMALÚS,CUPAMUNT,CUP CÀNOVES I SAMALÚS-ALTERNATIVA MUNICIPALISTA,08
GRANOLLERS,CARDEDEU,PSC-CP,PARTIT DELS SOCIALISTES DE CATALUNYA-CANDIDATURA DEPROGRÉS,08
GRANOLLERS,CARDEDEU,ERC-AM,ESQUERRA REPUBLICANA DE CATALUNYA-ACORD MUNICIPAL,08
GRANOLLERS,CARDEDEU,EN COMÚPODEM,CARDEDEU EN COMÚ PODEM-EN COMÚ GUANYEM,08
GRANOLLERS,CARDEDEU,DEMÒCRATES,DEMÒCRATES DE CATALUNYA,08
GRANOLLERS,CARDEDEU,JUNTS,JUNTS PER CARDEDEU,08
GRANOLLERS,CARDEDEU,CUP-AMUNT,CANDIDATURA D'UNITAT POPULAR DE CARDEDEU-ALTERNATIVAMUNICIPALISTA,08
GRANOLLERS,CARDEDEU,GPC-FIC,GENT PEL CANVI-FEDERACIÓ D'INDEPENDENTS DE CATALUNYA,08
GRANOLLERS,CARDEDEU,CS,CIUTADANS-PARTIDO DE LA CIUDADANIA,08
GRANOLLERS,CARDEDEU,PP,PARTIT POPULAR/PARTIT POPULAR,08
GRANOLLERS,CASTELLTERÇOL,CEP,CASTELL EN POSITIU,08
GRANOLLERS,CASTELLTERÇOL,JXCAT-JUNTS,JUNTS PER CATALUNYA-CASTELLTERÇOL,08
GRANOLLERS,FIGARÓ-MONTMANY,ERC-ACORD-AM,ESQUERRA REPUBLICANA DE CATALUNYA-ACORD PEL FIGARÓACORD MUNICIPAL,08
GRANOLLERS,FIGARÓ-MONTMANY,CUP-AMUNT,CANDIDATURA D'UNITAT POPULAR EL FIGUERÓ-ALTERNATIVAMUNICIPALISTA,08
GRANOLLERS,FIGARÓ-MONTMANY,TPF,TOTS PER FIGARO,08
GRANOLLERS,FOGARS DE MONTCLÚS,ERC-AM,ESQUERRA REPUBLICANA DE CATALUNYA-ACORD MUNICIPAL,08
GRANOLLERS,FOGARS DE MONTCLÚS,JUNTS,JUNTS PER FOGARS,08
GRANOLLERS,"FRANQUESES DEL VALLÈS, LES",PSC-CP,PARTIT DELS SOCIALISTES DE CATALUNYA-CANDIDATURA DEPROGRÉS,08
GRANOLLERS,"FRANQUESES DEL VALLÈS, LES",IEC-AM,IMAGINA ESQUERRA EN COMÚ-ACORD MUNICIPAL,08
GRANOLLERS,"FRANQUESES DEL VALLÈS, LES",CONTIGO,CONTIGO SOMOS DEMOCRACIA,08
GRANOLLERS,"FRANQUESES DEL VALLÈS, LES",SAL-CUP-AMUNT,SAL-CANDIDATURA D'UNITAT POPULAR-ALTERNATIVAMUNICIPALISTA,08
GRANOLLERS,"FRANQUESES DEL VALLÈS, LES",JXLF-JUNTS,JUNTS PER LES FRANQUESES,08
GRANOLLERS,"FRANQUESES DEL VALLÈS, LES",CS,CIUTADANS-PARTIDO DE LA CIUDADANIA,08
GRANOLLERS,"FRANQUESES DEL VALLÈS, LES",PODEMOS,PODEMOS,08
GRANOLLERS,"FRANQUESES DEL VALLÈS, LES",PP,PARTIT POPULAR/PARTIDO POPULAR,08
GRANOLLERS,"GARRIGA, LA",PSC-CP,PARTIT DELS SOCIALISTES DE CATALUNYA-CANDIDATURA DEPROGRÉS,08
GRANOLLERS,"GARRIGA, LA",ERC-ACORD-AM,ESQUERRA REPUBLICANA DE CATALUNYA-ACORDINDEPENDENTISTA PER LA GARRIGA-ACORD MUNICIPAL,08
GRANOLLERS,"GARRIGA, LA",EN COMÚ GUANYEM,LA GARRIGA EN COMÚ,08
GRANOLLERS,"GARRIGA, LA",CUP-AMUNT,CANDIDATURA D'UNITAT POPULAR DE LA GARRIGAALTERNATIVA MUNICIPALISTA,08
GRANOLLERS,"GARRIGA, LA",JUNTS,JUNTS PER LA GARRIGA,08
GRANOLLERS,"GARRIGA, LA",CS,CIUTADANS-PARTIDO DE LA CIUDADANIA,08
GRANOLLERS,"GARRIGA, LA",PODEMOS,PODEMOS,08
GRANOLLERS,GRANOLLERS,PSC-CP,PARTIT DELS SOCIALISTES DE CATALUNYA-CANDIDATURA DEPROGRÉS,08
GRANOLLERS,GRANOLLERS,PRIMÀRIES,GRANOLLERS PER LA INDENPENDÈNCIA-PRIMÀRIES CATALUNYA,08
GRANOLLERS,GRANOLLERS,ERC-AM,ESQUERRA REPUBLICANA DE CATALUNYA,08
GRANOLLERS,GRANOLLERS,GEC-ECG,GRANOLLERS EN COMÚ-EN COMÚ GUAYEM,08
GRANOLLERS,GRANOLLERS,PFIV,PARTIT FAMILIA I VIDA,08
GRANOLLERS,GRANOLLERS,CG-CUP-AMUNT,CRIDA PER GRANOLLERS-CUP-ALTERNATIVA MUNICIPALISTA,08
GRANOLLERS,GRANOLLERS,PODEMOS,PODEMOS,08
GRANOLLERS,GRANOLLERS,JUNTS,JUNTS PER GRANOLLERS,08
GRANOLLERS,GRANOLLERS,CS,CIUTADANS-PARTIDO DE LA CIUDADANIA,08
GRANOLLERS,GRANOLLERS,SOM! GRANOLLERS,SOM! GRANOLLERS,08
GRANOLLERS,GRANOLLERS,PP,PARTIT POPULAR/PARTIDO POPULAR,08
GRANOLLERS,"LLAGOSTA, LA",PSC-CP,PARTIT DELS SOCIALISTES DE CATALUNYA-CANDIDATURA DEPROGRÉS,08
GRANOLLERS,"LLAGOSTA, LA",ERC-AM,ESQUERRA REPUBLICANA DE CATALUNYA-ACORD MUNICIPAL,08
GRANOLLERS,"LLAGOSTA, LA",LLEC+ECG,LA LLAGOSTA EN COMÚ+LLAGOSTA-EN COMÚ GUANYEM,08
GRANOLLERS,"LLAGOSTA, LA",JXCAT-JUNTS,JUNTS PER CATALUNYA,08
GRANOLLERS,"LLAGOSTA, LA",CS,CIUTADANS-PARTIDO DE LA CIUDADANIA,08
GRANOLLERS,"LLAGOSTA, LA",PODEMOS,PODEMOS LA LLAGOSTA,08
GRANOLLERS,"LLAGOSTA, LA",PP,PARTIT POPULAR/PARTIDO POPULAR,08
GRANOLLERS,"LLAGOSTA, LA",NPRS,NOSOTROS PARTIDO DE LA REGENERACIÓN SOCIAL,08
GRANOLLERS,LLIÇÀ D'AMUNT,PSC-CP,PARTIT DELS SOCIALISTES DE CATALUNYA-CANDIDATURA DEPROGRÉS,08
GRANOLLERS,LLIÇÀ D'AMUNT,PRIMÀRIES,LLIÇA PER LA REPÚBLICA-PRIMÀRIES CATALUNYA,08
GRANOLLERS,LLIÇÀ D'AMUNT,ERC-AM,ESQUERRA REPUBLICANA DE CATALUNYA,08
GRANOLLERS,LLIÇÀ D'AMUNT,EN COMÚ PODEM,LLIÇA D'AMUNT EN COMÚ GUANYEM,08
GRANOLLERS,LLIÇÀ D'AMUNT,CUP-AMUNT,CANDIDATURA D'UNITAT POPULAR-ALTERNATIVA MUNICIPALISTA,08
GRANOLLERS,LLIÇÀ D'AMUNT,JUNTS,JUNTS PER LLIÇA D'AMUNT,08
GRANOLLERS,LLIÇÀ D'AMUNT,CS,CIUTADANS-PARTIDO DE LA CIUDADANIA,08
GRANOLLERS,LLIÇÀ D'AMUNT,PP,PARTIT POPULAR/PARTIDO POPULAR,08
GRANOLLERS,LLIÇÀ D'AMUNT,SOM ALTERNATIVAF!,SOM ALTERNATIVA-FRONT MUNICIPALISTA,08
GRANOLLERS,LLIÇÀ DE VALL,PSC-CP,PARTIT DELS SOCIALISTES DE CATALUNYA-CANDIDATURA DEPROGRÉS,08
GRANOLLERS,LLIÇÀ DE VALL,ERC-AM,ESQUERRA REPUBLICANA DE CATALUNYA-ACORD MUNICIPAL,08
GRANOLLERS,LLIÇÀ DE VALL,EN COMÚ GUANYEM,FEM LLIÇÀ,08
GRANOLLERS,LLIÇÀ DE VALL,JUNTS,JUNTS PER LLIÇA DE VALL,08
GRANOLLERS,LLIÇÀ DE VALL,CS,CIUTADANS-PARTIDO DE LA CIUDADANIA,08
GRANOLLERS,LLIÇÀ DE VALL,PODEMOS,PODEMOS,08
GRANOLLERS,LLIÇÀ DE VALL,PP,PARTIT POPULAR/PARTIDO POPULAR,08
GRANOLLERS,LLINARS DEL VALLÈS,PSC-CP,PARTIT DELS SOCIALISTES DE CATALUNYA-CANDIDATURA DEPROGRÉS,08
GRANOLLERS,LLINARS DEL VALLÈS,ERC-AM,ESQUERRA REPUBLICANA DE CATALUNYA-ACORD MUNICIPAL,08
GRANOLLERS,LLINARS DEL VALLÈS,JUNTS,JUNTS PER LLINARS,08
GRANOLLERS,LLINARS DEL VALLÈS,CS,CIUTADANS-PARTIDO DE LA CIUDADANIA,08
GRANOLLERS,LLINARS DEL VALLÈS,MALL,MOVIMENT ALTERNATIU DE LLINARS,08
GRANOLLERS,MARTORELLES,PSC-MAPM-CP,PARTIT DELS SOCIALISTES DE CATALUNYA-MÉS ACCIÓ PERMARTORELLES-CANDIDATURA DE PROGRÉS,08
GRANOLLERS,MARTORELLES,UXM,UNITS PER MARTORELLES,08
GRANOLLERS,MARTORELLES,ERC-AM,ESQUERRA REPUBLICANA DE CATALUNYA-ACORD MUNICIPAL,08
GRANOLLERS,MARTORELLES,MECPECG,MARTORELLES EN COMÚ PODEM-EN COMÚ GUANYEM,08
GRANOLLERS,MARTORELLES,CS,CIUTADANS-PARTIDO DE LA CIUDADANIA,08
GRANOLLERS,MARTORELLES,JUNTS,JUNTS PER MARTORELLES,08
GRANOLLERS,MOLLET DEL VALLÈS,PSC-CP,PARTIT DELS SOCIALISTES DE CATALUNYA-CANDIDATURA DEPROGRÉS,08
GRANOLLERS,MOLLET DEL VALLÈS,PRUNE,PARTIDO RENACIMIENTO Y UNIÓN DE EUROPA,08
GRANOLLERS,MOLLET DEL VALLÈS,ARA MOLLET ERC-MES-AM,ARA MOLLET ESQUERRA REPUBLICANA DE CATALUNYAMOVIMENT D'ESQUERRES-ACORD MUNICIPAL,08
GRANOLLERS,MOLLET DEL VALLÈS,PODEMOS,PODEMOS,08
GRANOLLERS,MOLLET DEL VALLÈS,MEC-ECG,MOLLET EN COMU-EN COMÚ GUANYEM,08
GRANOLLERS,MOLLET DEL VALLÈS,PP,PARTIT POPULAR/PARTIDO POPULAR,08
GRANOLLERS,MOLLET DEL VALLÈS,CUP-AMUNT,CANDIDATURA D'UNITAT POPULAR-ALTERNATIVAMUNICIPALISTA,08
GRANOLLERS,MOLLET DEL VALLÈS,JUNTS,JUNTS PER MOLLET,08
GRANOLLERS,MOLLET DEL VALLÈS,CS,CIUTADANS-PARTIDO DE LA CIUDADANIA,08
GRANOLLERS,MONTMELÓ,PSC-CP,PARTIT DELS SOCIALISTES DE CATALUNYA-CANDIDATURA DEPROGRÉS,08
GRANOLLERS,MONTMELÓ,ERC-AM,ESQUERRA REPUBLICANA DE CATALUNYA-ACORD MUNICIPAL,08
GRANOLLERS,MONTMELÓ,FEM,FEM MONTMELÓ OPCIÓ MUNICIPAL,08
GRANOLLERS,MONTMELÓ,CANVIEM-ECG,CANVIEM MONTMELÓ-EN COMÚ GUANYEM,08
GRANOLLERS,MONTMELÓ,JXMO-JUNTS,JUNTS PER MONTMELÓ,08
GRANOLLERS,MONTMELÓ,CS,CIUTADANS-PARTIDO DE LA CIUDADANIA,08
GRANOLLERS,MONTMELÓ,PP,PARTIT POPULAR/PARTIDO POPULAR,08
GRANOLLERS,MONTORNÈS DEL VALLÈS,PSC-CP,PARTIT DELS SOCIALISTES DE CATALUNYA-CANDIDATURA DEPROGRÉS,08
GRANOLLERS,MONTORNÈS DEL VALLÈS,PRIMÀRIES,MONTORNÈS PER LA REPÚBLICA-PRIMÀRIES CATALUNYA,08
GRANOLLERS,MONTORNÈS DEL VALLÈS,M X M-AM,MES PER MONTORNÈS-ACORD MUNICIPAL,08
GRANOLLERS,MONTORNÈS DEL VALLÈS,EN COMÚ GUANYEM,MONTORNÈS EN COMÚ,08
GRANOLLERS,MONTORNÈS DEL VALLÈS,JUNTS,JUNTS PER MONTORNÈS,08
GRANOLLERS,MONTORNÈS DEL VALLÈS,CS,CIUTADANS-PARTIDO DE LA CIUDADANIA,08
GRANOLLERS,MONTORNÈS DEL VALLÈS,PP,PARTIT POPULAR/PARTIDO POPULAR,08
GRANOLLERS,MONTORNÈS DEL VALLÈS,PODEMOS,PODEMOS,08
GRANOLLERS,MONTSENY,AMD-CP,ACCIÓ MUNICIPAL DEMOCRÀTICA-CANDIDATURA DE PROGRÉS,08
GRANOLLERS,MONTSENY,ERC-AM,ESQUERRA REPUBLICANA DE CATALUNYA,08
GRANOLLERS,MONTSENY,JXCAT-JUNTS,JUNTS PER CATALUNYA,08
GRANOLLERS,PARETS DEL VALLÈS,PSC-CP,PARTIT DELS SOCIALISTES DE CATALUNYA-CANDIDATURA DEPROGRÉS,08
GRANOLLERS,PARETS DEL VALLÈS,ERC-AM,ARA PARETS ESQUERRA REPUBLICANA DE CATALUNYA-ACORDMUNICIPAL,08
GRANOLLERS,PARETS DEL VALLÈS,SEAP-ECG,SUMEM ESQUERRES A PARETS-EN COMÚ GUANYEM,08
GRANOLLERS,PARETS DEL VALLÈS,JXCAT-JUNTS,PARETS PER LA REPÚBLICA,08
GRANOLLERS,PARETS DEL VALLÈS,CS,CIUTADANS-PARTIDO DE LA CIUDADANIA,08
GRANOLLERS,PARETS DEL VALLÈS,PP,PARTIT POPULAR/PARTIDO POPULAR,08
GRANOLLERS,"ROCA DEL VALLÈS, LA",PSC-CP,PARTIT DELS SOCIALISTES DE CATALUNYA-CANDIDATURA DEPROGRÉS,08
GRANOLLERS,"ROCA DEL VALLÈS, LA",ERC-AM,ESQUERRA REPUBLICANA DE CATALUNYA-ACORD MUNICIPAL,08
GRANOLLERS,"ROCA DEL VALLÈS, LA",LRCP-ECG,LA ROCA EN COMÚ-EN COMÚ GUANYEM,08
GRANOLLERS,"ROCA DEL VALLÈS, LA",JUNTS,JUNTS PER LA ROCA,08
GRANOLLERS,"ROCA DEL VALLÈS, LA",CS,CIUTADANS-PARTIDO DE LA CIUDADANIA,08
GRANOLLERS,"ROCA DEL VALLÈS, LA",PP,PARTIT POPULAR/PARTIDO POPULAR,08
GRANOLLERS,SANTA EULÀLIA DE RONÇANA,ERC-AM,INDEPENDENTS-ESQUERRA REPUBLICANA DE CATALUNYA-ACORD MUNICIPAL,08
GRANOLLERS,SANTA EULÀLIA DE RONÇANA,POBLE UNIT,POBLE UNIT SER,08
GRANOLLERS,SANTA EULÀLIA DE RONÇANA,CONTIGO,CONTIGO SOMOS DEMOCRACIA,08
GRANOLLERS,SANTA EULÀLIA DE RONÇANA,CUP SER-AMUNT,CANDIDATURA D'UNITAT POPULAR-SANTA EULÀLIA DERONÇANA-ALTERNATIVA MUNICIPALISTA,08
GRANOLLERS,SANTA EULÀLIA DE RONÇANA,SER-CP,SER-CANDIDATURA DE PROGRES,08
GRANOLLERS,SANTA EULÀLIA DE RONÇANA,JUNTS,JUNTS PER SANTA EULÀLIA,08
GRANOLLERS,SANTA EULÀLIA DE RONÇANA,CS,CIUTADANS-PARTIDO DE LA CIUDADANIA,08
GRANOLLERS,SANTA MARIA DE MARTORELLES,ERC-AC,ESQUERRA REPUBLICANA DE CATALUNYA-ACORD MUNICIPAL,08
GRANOLLERS,SANTA MARIA DE MARTORELLES,SMEC-ECG,SANTA MARIA EN COMU-EN COMÚ GUANYEM,08
GRANOLLERS,SANTA MARIA DE MARTORELLES,JUNTS,FEM SANTA MARIA,08
GRANOLLERS,SANT ANTONI DE VILAMAJOR,ERC-AM,ESQUERRA REPUBLICANA DE CATALUNYA-ACORD MUNICIPAL,08
GRANOLLERS,SANT ANTONI DE VILAMAJOR,JXSAV-JUNTS,JUNTS PER SANT ANTONI DE VILAMAJOR,08
GRANOLLERS,SANT ANTONI DE VILAMAJOR,CANVI,CANVI-CANDIDATURA PER VILAMAJOR,08
GRANOLLERS,SANT ANTONI DE VILAMAJOR,PUSA,PARTIT DE LES URBANITZACIONS DE SANT ANTONI,08
GRANOLLERS,SANT FELIU DE CODINES,PSC-CP,PARTIT DELS SOCIALISTES DE CATALUNYA-CANDIDATURA DEPROGRÉS,08
GRANOLLERS,SANT FELIU DE CODINES,ERC-AM,ESQUERRA REPUBLICANA DE CATALUNYA-ACORD MUNICIPAL,08
GRANOLLERS,SANT FELIU DE CODINES,CIRC,COORDINADORA INDEPENDENT RADICAL CALDERINA,08
GRANOLLERS,SANT FELIU DE CODINES,PRIMÀRIES CODINES,PRIMÀRIES CODINES,08
GRANOLLERS,SANT FELIU DE CODINES,JUNTS,JUNTS PER SANT FELIU DE CODINES,08
GRANOLLERS,SANT FOST DE CAMPSENTELLES,PSC-CP,PARTIT DELS SOCIALISTES DE CATALUNYA-CANDIDATURA DEPROGRÉS,08
GRANOLLERS,SANT FOST DE CAMPSENTELLES,ERC-JXSF-AM,ESQUERRA REPUBLICANA DE CATALUNYA-JUNTS PER SANT FOSTACORD MUNICIPAL,08
GRANOLLERS,SANT FOST DE CAMPSENTELLES,SPECP-ECG,SANT FOST EN COMU PODEM-EN COMÚ GUANYEM,08
GRANOLLERS,SANT FOST DE CAMPSENTELLES,IZQP,IZQUIERDA EN POSITIVO,08
GRANOLLERS,SANT FOST DE CAMPSENTELLES,IUSF,INDEPENDENTS UNITS PER SANT FOST,08
GRANOLLERS,SANT FOST DE CAMPSENTELLES,CS,CIUTADANS-PARTIDO DE LA CIUDADANIA,08
GRANOLLERS,SANT FOST DE CAMPSENTELLES,PP,PARTIT POPULAR/PARTIDO POPULAR,08
GRANOLLERS,SANT PERE DE VILAMAJOR,PSC-CP,PARTIT DELS SOCIALISTES DE CATALUNYA-CANDIDATURA DEPROGRÉS,08
GRANOLLERS,SANT PERE DE VILAMAJOR,ISP,INDEPENDENTS PER SANT PERE,08
GRANOLLERS,SANT PERE DE VILAMAJOR,ERC-AM,ESQUERRA REPUBLICANA DE CATALUNYA-ACORD MUNICIPAL,08
GRANOLLERS,SANT PERE DE VILAMAJOR,JXCAT-JUNTS,JUNTS PER CATALUNYA,08
GRANOLLERS,SANT QUIRZE SAFAJA,ISQS-CP,INDEPENDENTS PER SANT QUIRZE DE SAFAJA-CANDIDATURA DEPROGRÉS,08
GRANOLLERS,SANT QUIRZE SAFAJA,JXCAT,JUNTS PER SANT QUIRZE SAFAJA,08
GRANOLLERS,TAGAMANENT,ADT-ERC-AM,ASSEMBLEA DE TAGAMANENT-ESQUERRA REPUBLICANA DECATALUNYA-ACORD MUNICIPAL,08
GRANOLLERS,VALLROMANES,PSC-CP,PARTIT DELS SOCIALISTES DE CATALUNYA-CANDIDATURA DEPROGRÉS,08
GRANOLLERS,VALLROMANES,PRIMARIES,VALLROMANES PER LA REPUBLICA-PRIMARIES CATALUNYA,08
GRANOLLERS,VALLROMANES,GDV,GENT DE VALLROMANES,08
GRANOLLERS,VALLROMANES,IVALL,INDEPENDENTS DE VALLROMANES,08
GRANOLLERS,VALLROMANES,MXV-ERC-AM,MES PER VALLROMANES-ESQUERRA REPUBLICANA DECATALUNYA-ACORD MUNICIPAL,08
GRANOLLERS,VALLROMANES,CUPVALLROMANES-AMUNT,CUP VALLROMANES-ALTERNATIVA MUNICIPALISTA,08
GRANOLLERS,VALLROMANES,JUNTS,JUNTS PER VALLROMANES,08
GRANOLLERS,VILANOVA DEL VALLÈS,PSC-CP,PARTIT DELS SOCIALISTES DE CATALUNYA-CANDIDATURA DEPROGRÉS,08
GRANOLLERS,VILANOVA DEL VALLÈS,ERC-AM,ESQUERRA REPUBLICANA DE CATALUNYA-ACORD MUNICIPAL,08
GRANOLLERS,VILANOVA DEL VALLÈS,UPVV,UNITAT PER VILANOVA,08
GRANOLLERS,VILANOVA DEL VALLÈS,JUNTS,JUNTS PER VILANOVA,08
GRANOLLERS,VILANOVA DEL VALLÈS,CS,CIUTADANS-PARTIDO DE LA CIUDADANIA,08
HOSPITALET DE LLOBREGAT,BEGUES,PSC-CP,PARTIT DELS SOCIALISTES DE CATALUNYA-CANDIDATURA DEPROGRÉS,08
HOSPITALET DE LLOBREGAT,BEGUES,ERC-AM,ESQUERRA REPUBLICANA DE CATALUNYA-ACORD MUNICIPAL,08
HOSPITALET DE LLOBREGAT,BEGUES,C.U.P. BEGUES-AMUNT,CANDIDATURA D'UNITAT POPULAR DE BEGUES-ALTERNATIVAMUNICIPALISTA,08
HOSPITALET DE LLOBREGAT,BEGUES,CS,"CIUTADANS,PARTIDO DE LA CIUDADANIA",08
HOSPITALET DE LLOBREGAT,BEGUES,BEC-ECB,BEGUES EN COMU-EN COMU GUANYEM,08
HOSPITALET DE LLOBREGAT,BEGUES,JXCAT-JUNTS,JUNTS PER CATALUNYA,08
HOSPITALET DE LLOBREGAT,BEGUES,A.R.A.B.,ARA BEGUES,08
HOSPITALET DE LLOBREGAT,BEGUES,TXB,TOT PER BEGUES,08
HOSPITALET DE LLOBREGAT,BEGUES,PP,PARTIT POPULAR / PARTIDO POPULAR,08
HOSPITALET DE LLOBREGAT,BEGUES,GDEB,GENT DE BEGUES,08
HOSPITALET DE LLOBREGAT,CASTELLDEFELS,PSC-CP,PARTIT DELS SOCIALISTES DE CATALUNYA-CANDIDATURA DEPROGRÉS,08
HOSPITALET DE LLOBREGAT,CASTELLDEFELS,ERC-AM,ESQUERRA REPUBLICANA DE CATALUNYA-ACORD MUNICIPAL,08
HOSPITALET DE LLOBREGAT,CASTELLDEFELS,SOM-AMUNT,SOM CASTELLDEFELS-PIRATES-ALTERNATIVA MUNICIPALISTA,08
HOSPITALET DE LLOBREGAT,CASTELLDEFELS,PRIMÀRIES,CASTELLDEFELS PER LA REPÚBLICA-PRIMÀRIES CATALUNYA,08
HOSPITALET DE LLOBREGAT,CASTELLDEFELS,PP,PARTIT POPULAR / PARTIDO POPULAR,08
HOSPITALET DE LLOBREGAT,CASTELLDEFELS,MOVEM-ECP-ECG,MOVEM CASTELLDEFELS-EN COMÚ PODEM-EN COMÚGUANYEM,08
HOSPITALET DE LLOBREGAT,CASTELLDEFELS,JUNTS,JUNTS PER CASTELLDEFELS,08
HOSPITALET DE LLOBREGAT,CASTELLDEFELS,CS,CIUTADANS-PARTIDO DE LA CIUDADANIA,08
HOSPITALET DE LLOBREGAT,CASTELLDEFELS,UCLL,UNITS PER CASTELLDEFELS,08
HOSPITALET DE LLOBREGAT,CASTELLDEFELS,VOX,VOX,08
HOSPITALET DE LLOBREGAT,CASTELLDEFELS,CCSTF,CONTIGO CASTELLDEFELS,08
